Group,Group_ScatterPlot,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source
All MAGs,MQ,20-2_18x74.SR_stool,98.76,2.48,25,227935,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_12x55.SR_stool,98.76,1.86,33.33,38908,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_13x12.SR_stool,98.76,1.86,33.33,280929,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_14x20-1_14.028.SR_stool,98.76,1.86,33.33,545333,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_34_BAPx43-1_34_BAP.005.SR_plate,98.76,1.75,22.22,296644,MetaSPAdes (SR),Plate
All MAGs,MQ,C047-M00x10.LR_stool,98.76,0.85,50,1415949,MetaFlye2 (LR),Stool
All MAGs,HQ,43-2_12xbin.32_sub.SR_stool,98.76,0.62,0,70989,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_11x29-1_11.009_sub.SR_stool,98.76,0.29,0,52895,MetaSPAdes (SR),Stool
All MAGs,LQ,17-1_13x11.LR_plate,98.75,12.73,55.56,569374,MetaFlye2 (LR),Plate
All MAGs,MQ,43-1_24x36_sub.SR_stool,98.75,4.56,50,109770,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_97x139.SR_stool,98.75,2.56,0,312246,MetaSPAdes (SR),Stool
All MAGs,MQ,19-1_35x38.LR_stool,98.75,1.77,20,586156,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_21xbin.3.LR_plate,98.75,0.91,50,2082375,MetaFlye2 (LR),Plate
All MAGs,HQ,C047-M07_stoolxbin.14.SR_stool,98.75,0.15,0,62550,MetaSPAdes (SR),Stool
All MAGs,HQ,40-2_35x14.LR_stool,98.75,0,0,2359946,MetaFlye2 (LR),Stool
All MAGs,HQ,C017-M36x85.SR_stool,98.75,0,0,368072,MetaSPAdes (SR),Stool
All MAGs,HQ,19-2_36_stoolx19-2_36_stool.021.SR_stool,98.75,0,0,183221,MetaSPAdes (SR),Stool
All MAGs,LQ,39-2_47x41.LR_stool,98.74,67.14,2.75,595845,MetaFlye2 (LR),Stool
All MAGs,HQ,19-2_16x19-2_late__19-2_16.007.LR_stool,98.74,0,0,3426691,MetaFlye2 (LR),Stool
All MAGs,HQ,20-1_8x20-1_8.013_sub.SR_stool,98.74,0,0,33351,MetaSPAdes (SR),Stool
All MAGs,LQ,29-1_67x55_sub.SR_stool,98.73,52.32,14.85,476496,MetaSPAdes (SR),Stool
All MAGs,LQ,20-2_22x81.SR_stool,98.73,34.66,11.63,36917,MetaSPAdes (SR),Stool
All MAGs,LQ,20-2_15x11_sub.SR_stool,98.73,17.62,9.09,193718,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_14x38_sub.LR_stool,98.73,14.66,31.43,386631,MetaFlye2 (LR),Stool
All MAGs,LQ,C019-M38xbin.3.LR_stool,98.73,11.39,45.16,224406,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_18x32_sub.SR_stool,98.73,10.76,3.85,48837,MetaSPAdes (SR),Stool
All MAGs,LQ,C029-M00_stoolx127.SR_stool,98.73,10.13,9.52,170812,MetaSPAdes (SR),Stool
All MAGs,MQ,19-1_95xbin.96_sub.SR_stool,98.73,9.46,50,154171,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M36x0.LR_stool,98.73,6.33,0,424602,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M36xbin.40_sub.SR_stool,98.73,5.7,10,144734,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_16_stoolxbin.60_sub.SR_stool,98.73,5.06,27.27,91750,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_20x39-2_late__39-2_20.001.LR_stool,98.73,2.98,53.85,783454,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_18x39-2_late__39-2_18.001.LR_stool,98.73,2.87,58.33,783487,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_36x66.LR_stool,98.73,2.87,58.33,783464,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_41x61.LR_stool,98.73,2.87,58.33,783422,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_52x39-2_late__39-2_52.001.LR_stool,98.73,2.87,58.33,783423,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_97x60.SR_stool,98.73,2.85,16.67,156374,MetaSPAdes (SR),Stool
All MAGs,MQ,08-1_36_stoolx08-1_36_stool.036_sub.SR_stool,98.73,2.8,50,228300,MetaSPAdes (SR),Stool
All MAGs,HQ,C014-M36x34.SR_stool,98.73,2.66,0,250795,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_97x23.SR_stool,98.73,2.65,0,227169,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_88x34.LR_stool,98.73,2.65,12.5,1955158,MetaFlye2 (LR),Stool
All MAGs,HQ,17-1_N10_stoolx38.SR_stool,98.73,2.53,0,52642,MetaSPAdes (SR),Stool
All MAGs,HQ,19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.003.SR_plate,98.73,2.53,0,49850,MetaSPAdes (SR),Plate
All MAGs,HQ,08-2_9xbin.38.LR_stool,98.73,2.42,0,559744,MetaFlye2 (LR),Stool
All MAGs,HQ,C019-M38x30.SR_stool,98.73,2.37,0,230567,MetaSPAdes (SR),Stool
All MAGs,MQ,19-1_6_stoolx19-1_6_stool.013.SR_stool,98.73,2.37,33.33,614297,MetaSPAdes (SR),Stool
All MAGs,HQ,19-2_12xbin.2_sub.SR_stool,98.73,2.32,0,287646,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_11xbin.18.LR_stool,98.73,2.22,83.33,313015,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_34x51.LR_stool,98.73,2.22,80,351915,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_12x7_sub.LR_stool,98.73,1.9,100,547880,MetaFlye2 (LR),Stool
All MAGs,HQ,C039-M24_stoolx121.SR_stool,98.73,1.79,0,485448,MetaSPAdes (SR),Stool
All MAGs,HQ,19-2_16x12.LR_stool,98.73,1.69,0,2563765,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_13xbin.1.SR_stool,98.73,1.59,33.33,116462,MetaSPAdes (SR),Stool
All MAGs,HQ,40-2_13x27.LR_stool,98.73,1.56,0,2611894,MetaFlye2 (LR),Stool
All MAGs,HQ,C019-M22x38.LR_stool,98.73,1.11,0,4139539,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_7x16.LR_stool,98.73,0.97,0,2057407,MetaFlye2 (LR),Stool
All MAGs,HQ,14-2_6x14-2_early__14-2_6.004_sub.LR_stool,98.73,0.64,0,942863,MetaFlye2 (LR),Stool
All MAGs,HQ,19-1_N16x19-1_N16.009_sub.SR_stool,98.73,0.63,0,949869,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_N11xbin.28.SR_stool,98.73,0.63,0,189085,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M00x107.SR_stool,98.73,0.63,0,126346,MetaSPAdes (SR),Stool
All MAGs,HQ,14-2_95_stoolx25_sub.SR_stool,98.73,0.63,0,353840,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_36_stoolx6.SR_stool,98.73,0.63,0,73105,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_14x13.LR_stool,98.73,0.63,0,1633270,MetaFlye2 (LR),Stool
All MAGs,HQ,C017-M36x0.SR_stool,98.73,0.63,0,182429,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_N14xbin.1_sub.SR_stool,98.73,0.63,100,190962,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_40x14.LR_stool,98.73,0.63,100,364222,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_N14xbin.35_sub.SR_stool,98.73,0.32,0,1835576,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_1xbin.24.SR_stool,98.73,0.32,0,187110,MetaSPAdes (SR),Stool
All MAGs,HQ,08-1_14x2_sub.SR_stool,98.73,0.23,0,110315,MetaSPAdes (SR),Stool
All MAGs,HQ,47-1_7_stoolx71.SR_stool,98.73,0.04,0,206506,MetaSPAdes (SR),Stool
All MAGs,HQ,08-2_9xbin.32.LR_stool,98.73,0,0,1923579,MetaFlye2 (LR),Stool
All MAGs,HQ,19-2_N16_DP_BAPcstx21.SR_plate,98.73,0,0,52980,MetaSPAdes (SR),Plate
All MAGs,HQ,20-2_39x117.SR_stool,98.73,0,0,128525,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_N17xbin.14_sub.SR_stool,98.73,0,0,268492,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_14x21.LR_stool,98.73,0,0,1097263,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_16x40.LR_stool,98.73,0,0,1096886,MetaFlye2 (LR),Stool
All MAGs,HQ,08-1_6x08-1_early__08-1_6.012.LR_stool,98.73,0,0,3815406,MetaFlye2 (LR),Stool
All MAGs,HQ,14-2_36xbin.57.LR_stool,98.73,0,0,1147816,MetaFlye2 (LR),Stool
All MAGs,HQ,17-1_10x17-1_early__17-1_10.001.LR_stool,98.73,0,0,2988665,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_10x15.LR_stool,98.73,0,0,3065959,MetaFlye2 (LR),Stool
All MAGs,HQ,40-1_15x40-1_15.017_sub.SR_stool,98.73,0,0,63732,MetaSPAdes (SR),Stool
All MAGs,HQ,C014-M36_BAPx28_sub.SR_plate,98.73,0,0,30182,MetaSPAdes (SR),Plate
All MAGs,HQ,47-2_37_stoolx99_sub.SR_stool,98.72,3.27,0,304962,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_N17x34.SR_stool,98.72,0.81,33.33,48481,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_100_stoolx17-1_100_stool.010.SR_stool,98.72,0.64,0,887931,MetaSPAdes (SR),Stool
All MAGs,HQ,17-2_6_WCx10.SR_plate,98.71,4.24,0,55544,MetaSPAdes (SR),Plate
All MAGs,MQ,40-1_93x40-1_late__40-1_93.058.LR_stool,98.71,2.35,16.67,2505866,MetaFlye2 (LR),Stool
All MAGs,HQ,20-2_39x116.SR_stool,98.71,0.63,0,192635,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_14x62_sub.SR_stool,98.71,0.2,0,69908,MetaSPAdes (SR),Stool
All MAGs,HQ,C040-M06_WCxC040-M06_WC.003.SR_plate,98.71,0,0,313714,MetaSPAdes (SR),Plate
All MAGs,HQ,C029-M06x50.LR_stool,98.71,0,0,999922,MetaFlye2 (LR),Stool
All MAGs,LQ,43-1_12_stoolxbin.2.SR_stool,98.7,100,55.8,17505,MetaSPAdes (SR),Stool
All MAGs,LQ,C040-M06x22.LR_stool,98.7,24.39,51.15,1304482,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_7_stoolx83_sub.SR_stool,98.7,5.53,4.88,127519,MetaSPAdes (SR),Stool
All MAGs,MQ,08-2_95x08-2_95.026_sub.SR_stool,98.7,1.45,28.57,50029,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_36_WCx10.SR_plate,98.7,0.47,0,38862,MetaSPAdes (SR),Plate
All MAGs,HQ,20-1_14x29.LR_stool,98.7,0.12,0,1202650,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_N18x74.SR_stool,98.7,0,0,150782,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_22x52.LR_stool,98.69,7.44,71.79,446754,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_6_stoolx36.SR_stool,98.69,4.06,6.67,34087,MetaSPAdes (SR),Stool
All MAGs,HQ,C019-M38xbin.14_sub.SR_stool,98.69,3.8,0,144787,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_16_stoolxbin.39.SR_stool,98.69,1.82,25,540374,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_76x57.SR_stool,98.69,1.61,0,68527,MetaSPAdes (SR),Stool
All MAGs,HQ,14-1_6x14-1_early__14-1_6.021.LR_stool,98.69,0.19,0,4233652,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_16x50.LR_stool,98.68,2.42,63.64,499243,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_6_LKVx17-1_6_LKV.002.SR_plate,98.68,2.04,7.69,587534,MetaSPAdes (SR),Plate
All MAGs,HQ,39-1_94_DP_BAPcstxbin.18.SR_plate,98.68,1.36,0,85859,MetaSPAdes (SR),Plate
All MAGs,MQ,08-2_11x08-2_early__08-2_11.023.LR_stool,98.68,0.81,37.5,1470856,MetaFlye2 (LR),Stool
All MAGs,HQ,47-1_88x47-1_late__47-1_88.027.LR_stool,98.68,0.75,0,2454070,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_95xbin.33.LR_stool,98.68,0.38,100,1175761,MetaFlye2 (LR),Stool
All MAGs,HQ,20-2_11x4.LR_stool,98.68,0,0,1642061,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M06x164.SR_stool,98.67,1.44,0,273285,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_53xbin.61.SR_stool,98.67,0.11,0,433045,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_76x29-1_76.014.SR_stool,98.67,0.11,0,483426,MetaSPAdes (SR),Stool
All MAGs,LQ,40-1_93x77.SR_stool,98.66,56.49,10.08,46857,MetaSPAdes (SR),Stool
All MAGs,LQ,C047-M24_BAPxC047-M24_BAP.001.SR_plate,98.66,47.96,97.26,114971,MetaSPAdes (SR),Plate
All MAGs,LQ,43-1_12_stoolxbin.18_sub.SR_stool,98.66,28.59,5.19,63454,MetaSPAdes (SR),Stool
All MAGs,LQ,C020-M00x97_sub.SR_stool,98.66,23.15,0,623055,MetaSPAdes (SR),Stool
All MAGs,LQ,29-2_95x29-2_late__29-2_95.022.LR_stool,98.66,21.98,74.47,158857,MetaFlye2 (LR),Stool
All MAGs,LQ,29-2_95xbin.42_sub.SR_stool,98.66,17.45,7.58,50332,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_1x43-1_1.011_sub.SR_stool,98.66,12.55,10,2515465,MetaSPAdes (SR),Stool
All MAGs,LQ,14-1_95x112.LR_stool,98.66,12.08,81.82,606238,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_N14x12.SR_stool,98.66,9.4,0,290939,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M07xC020-M07.041_sub.SR_stool,98.66,8.95,0,217872,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_17x47.LR_stool,98.66,8.05,81.25,240244,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_34x29_sub.LR_stool,98.66,8.05,81.25,240321,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_81x50.LR_stool,98.66,7.38,78.57,450907,MetaFlye2 (LR),Stool
All MAGs,MQ,C019-M38xbin.55_sub.SR_stool,98.66,6.88,0,141700,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_N13x93_sub.SR_stool,98.66,6.71,31.25,115973,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_14x16.SR_stool,98.66,6.49,0,162882,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M06x58.LR_stool,98.66,5.87,0,669963,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_47x39-2_late__39-2_47.011.LR_stool,98.66,5.7,82.61,443097,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_66x90.SR_stool,98.66,5.59,8.33,33464,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_66x56_sub.LR_stool,98.66,5.37,66.67,450859,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_36_stoolx17-2_36_stool.025_sub.SR_stool,98.66,5.37,0,83564,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_99x81.LR_stool,98.66,5,96.43,275593,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_95x14-2_late__14-2_95.031_sub.LR_stool,98.66,4.84,9.09,812022,MetaFlye2 (LR),Stool
All MAGs,HQ,40-1_93x184.SR_stool,98.66,4.76,0,191864,MetaSPAdes (SR),Stool
All MAGs,HQ,C019-M38xC019-M38.010_sub.SR_stool,98.66,4.7,0,170193,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_35x20-1_late__20-1_35.014.LR_stool,98.66,4.7,25,651017,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_35x19-1_late__19-1_35.010.LR_stool,98.66,4.7,10,2910774,MetaFlye2 (LR),Stool
All MAGs,HQ,39-1_94x95.SR_stool,98.66,4.25,0,218528,MetaSPAdes (SR),Stool
All MAGs,MQ,C020-M07x107_sub.SR_stool,98.66,4.05,10,49346,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_24x72.SR_stool,98.66,4.03,0,144268,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95xbin.44.LR_stool,98.66,4.03,62.5,414895,MetaFlye2 (LR),Stool
All MAGs,MQ,19-2_N16_DP_BAPcstxbin.9.SR_plate,98.66,4.03,30,281954,MetaSPAdes (SR),Plate
All MAGs,MQ,39-1_8_BAPxbin.6.SR_plate,98.66,4.03,30,67732,MetaSPAdes (SR),Plate
All MAGs,MQ,08-2_14x51.SR_stool,98.66,4.03,12.5,179571,MetaSPAdes (SR),Stool
All MAGs,HQ,17-2_99_stoolx70.SR_stool,98.66,3.36,0,322934,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_46xbin.32.LR_stool,98.66,3.36,66.67,450911,MetaFlye2 (LR),Stool
All MAGs,HQ,40-2_13x40-2_early__40-2_13.009.LR_stool,98.66,3.02,0,825195,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_76x20.LR_stool,98.66,2.91,20,243168,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_24x108.SR_stool,98.66,2.81,0,225856,MetaSPAdes (SR),Stool
All MAGs,HQ,39-1_94xbin.29.LR_stool,98.66,2.68,0,478216,MetaFlye2 (LR),Stool
All MAGs,HQ,C008-M36xbin.40.SR_stool,98.66,2.68,0,135123,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M36x69_sub.SR_stool,98.66,2.68,0,201765,MetaSPAdes (SR),Stool
All MAGs,HQ,47-2_7_stoolx6.SR_stool,98.66,2.68,0,87190,MetaSPAdes (SR),Stool
All MAGs,HQ,C019-M00xbin.27.SR_stool,98.66,2.68,0,323744,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_24xbin.6.LR_stool,98.66,2.68,50,450673,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_66x39-2_66.031_sub.SR_stool,98.66,2.68,40,225256,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M36xC014__C014-M36.004.LR_stool,98.66,2.68,14.29,734266,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M36xbin.17.LR_stool,98.66,2.35,0,670068,MetaFlye2 (LR),Stool
All MAGs,HQ,17-2_36_stoolx12.SR_stool,98.66,2.01,0,555273,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_35_stoolxbin.40.SR_stool,98.66,2.01,0,54648,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_66x54_sub.SR_stool,98.66,2.01,0,166534,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_40x87.SR_stool,98.66,2.01,0,95327,MetaSPAdes (SR),Stool
All MAGs,HQ,47-2_7_stoolx47-2_7_stool.009.SR_stool,98.66,2.01,0,1393860,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_36_stoolx43-2_36_stool.007_sub.SR_stool,98.66,1.83,0,99379,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M24_stoolx43.SR_stool,98.66,1.82,0,237315,MetaSPAdes (SR),Stool
All MAGs,HQ,08-2_14x91.SR_stool,98.66,1.68,0,125950,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_95x29-2_late__29-2_95.003.LR_stool,98.66,1.68,0,562339,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M00_stoolxC014-M00_stool.010.SR_stool,98.66,1.68,0,198058,MetaSPAdes (SR),Stool
All MAGs,HQ,C014-M06xC014-M06.023_sub.SR_stool,98.66,1.68,0,185251,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_35_stoolx57.SR_stool,98.66,1.68,0,64191,MetaSPAdes (SR),Stool
All MAGs,HQ,43-2_36_stoolxbin.39.SR_stool,98.66,1.68,0,200336,MetaSPAdes (SR),Stool
All MAGs,HQ,47-1_17xbin.33.SR_stool,98.66,1.68,0,130572,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_99_stoolx105.SR_stool,98.66,1.48,33.33,160002,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_23xbin.66.SR_stool,98.66,1.34,0,60193,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_47xbin.53.SR_stool,98.66,1.34,0,271170,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_64x20-2_late__20-2_64.003.LR_stool,98.66,1.34,0,483224,MetaFlye2 (LR),Stool
All MAGs,HQ,39-1_94x15.SR_stool,98.66,1.34,0,441843,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_74x22.LR_stool,98.66,1.34,0,698331,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_88x6.LR_stool,98.66,1.34,0,698317,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_94x56.LR_stool,98.66,1.34,0,698334,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_73xbin.29.SR_stool,98.66,1.34,0,53699,MetaSPAdes (SR),Stool
All MAGs,HQ,40-1_35_stoolx40-1_35_stool.046_sub.SR_stool,98.66,1.34,0,283532,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M00_stoolx129.SR_stool,98.66,1.34,0,120242,MetaSPAdes (SR),Stool
All MAGs,HQ,C040-M00xbin.13.SR_stool,98.66,1.34,0,95408,MetaSPAdes (SR),Stool
All MAGs,HQ,C047-M24_stoolx46.SR_stool,98.66,1.34,0,203398,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M24_stoolxbin.43.SR_stool,98.66,1.34,50,194332,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M01_stoolx52.SR_stool,98.66,1.34,50,136510,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_97xbin.44.LR_stool,98.66,1.12,25,834110,MetaFlye2 (LR),Stool
All MAGs,HQ,20-2_18_WCxbin.5.SR_plate,98.66,1.09,0,72247,MetaSPAdes (SR),Plate
All MAGs,MQ,40-2_16xbin.50.SR_stool,98.66,1.03,66.67,100257,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_13_stoolx17-1_13_stool.027.SR_stool,98.66,1.01,0,98024,MetaSPAdes (SR),Stool
All MAGs,HQ,17-2_16_stoolx17-2_16_stool.018_sub.SR_stool,98.66,1.01,0,757290,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_47xbin.38.SR_stool,98.66,1.01,0,344661,MetaSPAdes (SR),Stool
All MAGs,HQ,39-1_94x39-1_94.003.SR_stool,98.66,1.01,0,404271,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_52x39-2_late__39-2_52.006_sub.LR_stool,98.66,1.01,0,227860,MetaFlye2 (LR),Stool
All MAGs,HQ,39-2_52xbin.80.SR_stool,98.66,1.01,0,84280,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_94x34.SR_stool,98.66,1.01,0,312887,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_40x4.SR_stool,98.66,1.01,0,1183508,MetaSPAdes (SR),Stool
All MAGs,HQ,C014-M36xC014-M36.002.SR_stool,98.66,1.01,0,260368,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_16_stoolx17-1_16_stool.026_sub.SR_stool,98.66,1.01,0,261370,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_16_stoolx85.SR_stool,98.66,1.01,0,243726,MetaSPAdes (SR),Stool
All MAGs,HQ,C017-M36xbin.13.SR_stool,98.66,1.01,0,65315,MetaSPAdes (SR),Stool
All MAGs,HQ,C029-M36x80.SR_stool,98.66,1.01,0,153908,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_95x18.LR_stool,98.66,1.01,50,1456021,MetaFlye2 (LR),Stool
All MAGs,MQ,40-1_93x40-1_late__40-1_93.002.LR_stool,98.66,1.01,50,1728003,MetaFlye2 (LR),Stool
All MAGs,MQ,C014-M27_stoolxbin.24_sub.SR_stool,98.66,0.84,50,139856,MetaSPAdes (SR),Stool
All MAGs,MQ,C039-M24_stoolxC039-M24_stool.022.SR_stool,98.66,0.81,33.33,354963,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95_stoolx14-2_95_stool.019.SR_stool,98.66,0.79,52.94,292457,MetaSPAdes (SR),Stool
All MAGs,HQ,40-2_13xbin.59.SR_stool,98.66,0.77,0,160117,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_14xbin.5.LR_stool,98.66,0.71,66.67,2332080,MetaFlye2 (LR),Stool
All MAGs,HQ,20-2_76xbin.62.SR_stool,98.66,0.67,0,421250,MetaSPAdes (SR),Stool
All MAGs,HQ,20-2_97x20-2_97.018.SR_stool,98.66,0.67,0,531972,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_67x39_sub.SR_stool,98.66,0.67,0,509839,MetaSPAdes (SR),Stool
All MAGs,HQ,29-2_N17xbin.13.SR_stool,98.66,0.67,0,297040,MetaSPAdes (SR),Stool
All MAGs,HQ,39-2_47xbin.42.SR_stool,98.66,0.67,0,131119,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_24x42.LR_stool,98.66,0.67,0,2434365,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_40x69.SR_stool,98.66,0.67,0,106499,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_46x49_sub.LR_stool,98.66,0.67,0,2434315,MetaFlye2 (LR),Stool
All MAGs,HQ,43-1_46x75.SR_stool,98.66,0.67,0,341596,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_73x43-1_late__43-1_73.026.LR_stool,98.66,0.67,0,2390938,MetaFlye2 (LR),Stool
All MAGs,HQ,47-1_17xbin.7.SR_stool,98.66,0.67,0,166448,MetaSPAdes (SR),Stool
All MAGs,HQ,C019-M00xC019__C019-M00.004.LR_stool,98.66,0.67,0,286292,MetaFlye2 (LR),Stool
All MAGs,HQ,14-1_36_stoolx25.SR_stool,98.66,0.67,0,102491,MetaSPAdes (SR),Stool
All MAGs,HQ,17-1_100_stoolx73.SR_stool,98.66,0.67,0,282259,MetaSPAdes (SR),Stool
All MAGs,HQ,17-2_99_stoolx155.SR_stool,98.66,0.67,0,169749,MetaSPAdes (SR),Stool
All MAGs,HQ,19-1_6_stoolx19-1_6_stool.011.SR_stool,98.66,0.67,0,164847,MetaSPAdes (SR),Stool
All MAGs,HQ,20-1_97x20-1_97.004.SR_stool,98.66,0.67,0,1497209,MetaSPAdes (SR),Stool
All MAGs,HQ,29-1_88x119.SR_stool,98.66,0.67,0,176484,MetaSPAdes (SR),Stool
All MAGs,HQ,43-1_34x24.LR_stool,98.66,0.67,0,2434379,MetaFlye2 (LR),Stool
All MAGs,HQ,C014-M36x45_sub.SR_stool,98.66,0.67,0,230505,MetaSPAdes (SR),Stool
All MAGs,HQ,C043-M01_stoolx37.SR_stool,98.66,0.67,0,83323,MetaSPAdes (SR),Stool
All MAGs,HQ,C043-M36x81.SR_stool,98.66,0.67,0,41204,MetaSPAdes (SR),Stool
All MAGs,HQ,C047-M07_stoolxbin.15.SR_stool,98.66,0.67,0,374665,MetaSPAdes (SR),Stool
All MAGs,HQ,C047-M24_stoolx1_sub.SR_stool,98.66,0.67,0,178296,MetaSPAdes (SR),Stool
