MAG,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,First_TP,TP2,LastMOL_lqfood,Initial_Colonization,Group
20-2_35x7.SR_stool.fasta,0.083333333,0,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x7.SR_stool.fasta,1.083333333,1.63,22,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x7.SR_stool.fasta,1.416666667,9.653,22,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_35x7.SR_stool.fasta,5.5,26.156,22,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x116.SR_stool.fasta,0,0,39,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x116.SR_stool.fasta,0.666666667,3.126,39,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x116.SR_stool.fasta,2.083333333,5.518,39,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x116.SR_stool.fasta,3.083333333,19.537,39,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x91.SR_stool.fasta,0,0,13,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x91.SR_stool.fasta,0.75,3.329,13,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x91.SR_stool.fasta,1.833333333,8.276,13,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39x91.SR_stool.fasta,7,16.887,13,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.61.SR_stool.fasta,0,0,76,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.61.SR_stool.fasta,1.75,0,76,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.67.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.67.SR_stool.fasta,1.416666667,0,22,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.67.SR_stool.fasta,2.666666667,1.793,22,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.85.SR_stool.fasta,0,0,35,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.85.SR_stool.fasta,0.333333333,1.572,35,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.85.SR_stool.fasta,1,6.299,35,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.85.SR_stool.fasta,1.583333333,9.442,35,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_39xbin.85.SR_stool.fasta,2.416666667,12.6,35,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x118.SR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x118.SR_stool.fasta,0.75,0,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x137_sub.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x137_sub.SR_stool.fasta,0.083333333,1.343,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x137_sub.SR_stool.fasta,2.666666667,16.983,22,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47x137_sub.SR_stool.fasta,5.5,20.717,22,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47xbin.32.SR_stool.fasta,0,0,64,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47xbin.32.SR_stool.fasta,2,1.463,64,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_47xbin.90.LR_stool.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_47xbin.90.LR_stool.fasta,0.25,17.962,2,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_47xbin.90.LR_stool.fasta,0.583333333,19.459,2,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_47xbin.90.LR_stool.fasta,0.666666667,20.951,2,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_54_stoolxbin.74.SR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_54_stoolxbin.74.SR_stool.fasta,2.666666667,2.875,22,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_54x38.LR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_54x38.LR_stool.fasta,0.083333333,1.303,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_54x60.LR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_54x60.LR_stool.fasta,0.75,1.049,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_5x20-2_5.002.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_5x20-2_5.002.SR_stool.fasta,0.333333333,0,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_5x20-2_5.002.SR_stool.fasta,0.416666667,0,5,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,0.083333333,0,12,13,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,0.166666667,3.44,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,1.916666667,4.375,12,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,2.25,7.198,12,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,2.916666667,13.096,12,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,4.333333333,14.032,12,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,6.333333333,14.969,12,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64_LKVx20-2_64_LKV.001.SR_plate.fasta,7.083333333,16.507,12,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.23.SR_stool.fasta,0,0,47,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.23.SR_stool.fasta,0.583333333,0,47,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.23.SR_stool.fasta,1.416666667,0,47,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.23.SR_stool.fasta,2.416666667,0,47,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.23.SR_stool.fasta,3.416666667,0,47,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.62.LR_stool.fasta,0,0,47,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.62.LR_stool.fasta,1.416666667,11.37,47,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_64xbin.62.LR_stool.fasta,4.166666667,13.885,47,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCx2.SR_plate.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCx2.SR_plate.fasta,4.5,9.03,22,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCx20-2_76_WC.004_sub.SR_plate.fasta,0,0,76,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCx20-2_76_WC.004_sub.SR_plate.fasta,1,0,76,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCx20-2_76_WC.004_sub.SR_plate.fasta,1.75,0,76,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCxbin.6.SR_plate.fasta,0,0,47,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCxbin.6.SR_plate.fasta,2.416666667,0,47,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCxbin.6.SR_plate.fasta,3.416666667,1.398,47,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76_WCxbin.6.SR_plate.fasta,4.166666667,23.825,47,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76x33.SR_stool.fasta,0,0,35,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76x33.SR_stool.fasta,1,2.02,35,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76x33.SR_stool.fasta,2.416666667,17.425,35,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76x33.SR_stool.fasta,3.416666667,25.268,35,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76x33.SR_stool.fasta,4.416666667,32.519,35,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76xbin.24.LR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_76xbin.24.LR_stool.fasta,0.75,0,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x129.SR_stool.fasta,0,0,76,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x129.SR_stool.fasta,1,0,76,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x34.LR_stool.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x34.LR_stool.fasta,0.083333333,5.89,22,23,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x34.LR_stool.fasta,1.416666667,7.901,22,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x34.LR_stool.fasta,4.5,10.732,22,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x34.LR_stool.fasta,5.5,14.399,22,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x73.SR_stool.fasta,0,0,47,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_88x73.SR_stool.fasta,0.583333333,4.071,47,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97_DP_LKVx38_sub.SR_plate.fasta,0,0,22,22,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97_DP_LKVx38_sub.SR_plate.fasta,6.25,0,22,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x134.SR_stool.fasta,0,0,76,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x134.SR_stool.fasta,1.75,8.997,76,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x157.SR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x157.SR_stool.fasta,0.75,10.044,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x16.LR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x16.LR_stool.fasta,0.75,0,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x20-2_97.021.SR_stool.fasta,0,0,35,35,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x20-2_97.021.SR_stool.fasta,3.416666667,2.887,35,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x20-2_97.021.SR_stool.fasta,4.416666667,9.667,35,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x20-2_97.021.SR_stool.fasta,5.166666667,15.35,35,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x30.LR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x30.LR_stool.fasta,0.75,0,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,0,0,39,39,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,0.666666667,1.173,39,47,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,1.25,3.495,39,54,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,2.083333333,6.995,39,64,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,3.083333333,8.322,39,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x42.SR_stool.fasta,4.833333333,9.466,39,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x84.SR_stool.fasta,0,0,76,76,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97x84.SR_stool.fasta,1.75,0,76,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97xbin.22.SR_stool.fasta,0,0,88,88,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_97xbin.22.SR_stool.fasta,0.75,4.548,88,97,11,After weaning,"Colonized after WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_9x0.LR_stool.fasta,0.333333333,1.967,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_9x0.LR_stool.fasta,0.5,9.937,5,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_9x0.LR_stool.fasta,0.583333333,20.651,5,12,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,0.666666667,33.026,5,13,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,0.75,45.493,5,14,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,0.833333333,61.611,5,15,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,1.083333333,67.696,5,18,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,1.416666667,68.713,5,22,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,2.5,89.861,5,35,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_9x0.LR_stool.fasta,2.833333333,110.184,5,39,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_N9_DP_LKVx1.SR_plate.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9_DP_LKVx1.SR_plate.fasta,0.416666667,1.085,5,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9_DP_LKVx1.SR_plate.fasta,1.416666667,2.171,5,22,11,Before weaning,"Colonized before WN, timepoint after WN"
20-2_N9_DP_LKVxbin.3_sub.SR_plate.fasta,0,0,9,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9_DP_LKVxbin.3_sub.SR_plate.fasta,0.083333333,0,9,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9_DP_LKVxbin.3_sub.SR_plate.fasta,0.166666667,1.556,9,11,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9x20-2_N9.010.SR_stool.fasta,0,0,9,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9x20-2_N9.010.SR_stool.fasta,0.083333333,0,9,10,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9xbin.7.SR_stool.fasta,0,0,5,5,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9xbin.7.SR_stool.fasta,0.333333333,0,5,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9xbin.9_sub.SR_stool.fasta,0,0,9,9,11,Before weaning,"Colonized before WN, timepoint before WN"
20-2_N9xbin.9_sub.SR_stool.fasta,0.083333333,8.701,9,10,11,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0,0,6,6,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.166666667,7.77,6,8,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.25,9.042,6,9,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.333333333,13.482,6,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.416666667,17.928,6,11,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.583333333,20.157,6,13,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,0.666666667,26.549,6,14,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,1,33.646,6,18,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10_CMBcst_WCx17.SR_plate.fasta,1.166666667,37.355,6,20,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x18.SR_stool.fasta,0,0,10,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x18.SR_stool.fasta,0.416666667,3.353,10,15,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x18.SR_stool.fasta,0.583333333,5.588,10,17,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x18.SR_stool.fasta,0.666666667,10.059,10,18,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x18.SR_stool.fasta,0.833333333,12.295,10,20,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0,0,6,6,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0.166666667,0,6,8,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0.333333333,1.296,6,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0.5,5.684,6,12,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0.666666667,7.157,6,14,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,0.75,10.194,6,15,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,1,16.255,6,18,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,1.166666667,23.871,6,20,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x29-1_early__29-1_10.001.LR_stool.fasta,1.416666667,40.532,6,23,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x3.LR_stool.fasta,0,0,10,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_10x3.LR_stool.fasta,0.416666667,4.714,10,15,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_10x3.LR_stool.fasta,0.583333333,8.187,10,17,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x29-1_11.007.SR_stool.fasta,0,0,9,9,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x29-1_11.007.SR_stool.fasta,0.083333333,0,9,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x29-1_11.007.SR_stool.fasta,0.166666667,4.474,9,11,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0,0,6,6,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0.166666667,0,6,8,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0.25,1.119,6,9,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0.333333333,2.798,6,10,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0.416666667,3.358,6,11,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11x8.LR_stool.fasta,0.916666667,6.155,6,17,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,1.166666667,6.715,6,20,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,1.416666667,7.834,6,23,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,2.25,8.954,6,33,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,3,9.513,6,42,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,3.416666667,10.073,6,47,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11x8.LR_stool.fasta,5.833333333,10.636,6,76,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11xbin.4.SR_stool.fasta,0,0,11,11,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11xbin.4.SR_stool.fasta,0.166666667,1.019,11,13,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11xbin.4.SR_stool.fasta,0.25,6.11,11,14,14,Before weaning,"Colonized before WN, timepoint before WN"
29-1_11xbin.4.SR_stool.fasta,0.333333333,11.201,11,15,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11xbin.4.SR_stool.fasta,0.583333333,13.239,11,18,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11xbin.4.SR_stool.fasta,0.75,25.467,11,20,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_11xbin.4.SR_stool.fasta,1,32.625,11,23,14,Before weaning,"Colonized before WN, timepoint after WN"
29-1_12x12.LR_stool.fasta,0,0,6,6,14,Before weaning,"Colonized before WN, timepoint before WN"
